,sensor_water_depth,min_water_depth,qa_qc_flag,deriv,date_surveyed,change_pt,sensor_elevation,smoothed_min_water_depth,sensor_ID,road_elevation,sensor_water_level,place,lat,road_water_level,date,lng,sensor_water_level_adj,voltage,alert_threshold,road_water_level_adj
0,0.450316910089967,,False,,2023-12-07 12:00:00+00:00,,1.22,0.299440598789268,CB_03,3.05,1.67031691008997,"Carolina Beach, North Carolina",34.04351,-1.37968308991003,2023-12-26 00:04:26+00:00,-77.88937,1.3708763113007,4.71,2.55,-1.6791236886993
1,0.480884573290779,,False,,2023-12-07 12:00:00+00:00,,1.22,0.299403777213925,CB_03,3.05,1.70088457329078,"Carolina Beach, North Carolina",34.04351,-1.34911542670922,2023-12-26 00:10:26+00:00,-77.88937,1.40148079607685,4.71,2.55,-1.64851920392315
2,0.50209422946573,,False,,2023-12-07 12:00:00+00:00,,1.22,0.299366955638581,CB_03,3.05,1.72209422946573,"Carolina Beach, North Carolina",34.04351,-1.32790577053427,2023-12-26 00:16:26+00:00,-77.88937,1.42272727382715,4.72,2.55,-1.62727272617285
3,0.52570164087066,,False,,2023-12-07 12:00:00+00:00,,1.22,0.299330134063237,CB_03,3.05,1.74570164087066,"Carolina Beach, North Carolina",34.04351,-1.30429835912934,2023-12-26 00:22:26+00:00,-77.88937,1.44637150680742,4.71,2.55,-1.60362849319258
4,0.555616457138799,,False,,2023-12-07 12:00:00+00:00,,1.22,0.299293312487894,CB_03,3.05,1.7756164571388,"Carolina Beach, North Carolina",34.04351,-1.2743835428612,2023-12-26 00:28:26+00:00,-77.88937,1.47632314465091,4.71,2.55,-1.57367685534909
5,0.577054318290659,,False,,2023-12-07 12:00:00+00:00,,1.22,0.29925649091255,CB_03,3.05,1.79705431829066,"Carolina Beach, North Carolina",34.04351,-1.25294568170934,2023-12-26 00:34:26+00:00,-77.88937,1.49779782737811,4.71,2.55,-1.55220217262189
6,0.601723043135478,,False,,2023-12-07 12:00:00+00:00,,1.22,0.299219669337206,CB_03,3.05,1.82172304313548,"Carolina Beach, North Carolina",34.04351,-1.22827695686452,2023-12-26 00:40:26+00:00,-77.88937,1.52250337379827,4.71,2.55,-1.52749662620173
7,0.617559098720569,,False,,2023-12-07 12:00:00+00:00,,1.22,0.299182847761863,CB_03,3.05,1.83755909872057,"Carolina Beach, North Carolina",34.04351,-1.21244090127943,2023-12-26 00:46:26+00:00,-77.88937,1.53837625095871,4.71,2.55,-1.51162374904129
8,0.633752762871016,,False,,2023-12-07 12:00:00+00:00,,1.22,0.299146026186519,CB_03,3.05,1.85375276287102,"Carolina Beach, North Carolina",34.04351,-1.19624723712898,2023-12-26 00:52:26+00:00,-77.88937,1.5546067366845,4.71,2.55,-1.4953932633155
9,0.650171717503148,,False,,2023-12-07 12:00:00+00:00,,1.22,0.299109204611176,CB_03,3.05,1.87017171750315,"Carolina Beach, North Carolina",34.04351,-1.17982828249685,2023-12-26 00:58:26+00:00,-77.88937,1.57106251289197,4.7,2.55,-1.47893748710803
10,0.658974658911473,,False,,2023-12-07 12:00:00+00:00,,1.22,0.299072383035832,CB_03,3.05,1.87897465891147,"Carolina Beach, North Carolina",34.04351,-1.17102534108853,2023-12-26 01:04:26+00:00,-77.88937,1.57990227587564,4.71,2.55,-1.47009772412436
11,0.667577228772382,,False,,2023-12-07 12:00:00+00:00,,1.22,0.299035561460488,CB_03,3.05,1.88757722877238,"Carolina Beach, North Carolina",34.04351,-1.16242277122762,2023-12-26 01:10:26+00:00,-77.88937,1.58854166731189,4.71,2.55,-1.46145833268811
12,0.665760478167538,,False,,2023-12-07 12:00:00+00:00,,1.22,0.298998739885145,CB_03,3.05,1.88576047816754,"Carolina Beach, North Carolina",34.04351,-1.16423952183246,2023-12-26 01:16:26+00:00,-77.88937,1.58676173828239,4.71,2.55,-1.46323826171761
13,0.663062675653094,,False,,2023-12-07 12:00:00+00:00,,1.22,0.298961918309801,CB_03,3.05,1.88306267565309,"Carolina Beach, North Carolina",34.04351,-1.16693732434691,2023-12-26 01:22:26+00:00,-77.88937,1.58410075734329,4.71,2.55,-1.46589924265671
14,0.657110984933337,,False,,2023-12-07 12:00:00+00:00,,1.22,0.298925096734457,CB_03,3.05,1.87711098493334,"Carolina Beach, North Carolina",34.04351,-1.17288901506666,2023-12-26 01:28:26+00:00,-77.88937,1.57818588819888,4.71,2.55,-1.47181411180112
15,0.645407975041256,,False,,2023-12-07 12:00:00+00:00,,1.22,0.298888275159114,CB_03,3.05,1.86540797504126,"Carolina Beach, North Carolina",34.04351,-1.18459202495874,2023-12-26 01:34:26+00:00,-77.88937,1.56651969988214,4.72,2.55,-1.48348030011786
16,0.634968544558372,,False,,2023-12-07 12:00:00+00:00,,1.22,0.29885145358377,CB_03,3.05,1.85496854455837,"Carolina Beach, North Carolina",34.04351,-1.19503145544163,2023-12-26 01:40:26+00:00,-77.88937,1.5561170909746,4.72,2.55,-1.4938829090254
17,0.62341796276708,,False,,2023-12-07 12:00:00+00:00,,1.22,0.298814632008426,CB_03,3.05,1.84341796276708,"Carolina Beach, North Carolina",34.04351,-1.20658203723292,2023-12-26 01:46:26+00:00,-77.88937,1.54460333075865,4.72,2.55,-1.50539666924135
18,0.604956967048426,,False,,2023-12-07 12:00:00+00:00,,1.22,0.298777810433083,CB_03,3.05,1.82495696704843,"Carolina Beach, North Carolina",34.04351,-1.22504303295157,2023-12-26 01:52:26+00:00,-77.88937,1.52617915661534,4.7,2.55,-1.52382084338466
19,0.536961064587955,,False,,2023-12-07 12:00:00+00:00,,1.22,0.298740988857739,CB_03,3.05,1.75696106458795,"Carolina Beach, North Carolina",34.04351,-1.29303893541204,2023-12-26 01:58:26+00:00,-77.88937,1.45822007573022,4.71,2.55,-1.59177992426978
20,0.459659907465369,,False,,2023-12-07 12:00:00+00:00,,1.22,0.298704167282396,CB_03,3.05,1.67965990746537,"Carolina Beach, North Carolina",34.04351,-1.37034009253463,2023-12-26 02:04:26+00:00,-77.88937,1.38095574018297,4.71,2.55,-1.66904425981703
21,0.392853847684654,,False,,2023-12-07 12:00:00+00:00,,1.22,0.298667345707052,CB_03,3.05,1.61285384768465,"Carolina Beach, North Carolina",34.04351,-1.43714615231535,2023-12-26 02:10:26+00:00,-77.88937,1.3141865019776,4.71,2.55,-1.7358134980224
22,0.387653659561295,,False,,2023-12-07 12:00:00+00:00,,1.22,0.298630524131708,CB_03,3.05,1.60765365956129,"Carolina Beach, North Carolina",34.04351,-1.4423463404387,2023-12-26 02:16:26+00:00,-77.88937,1.30902313542959,4.7,2.55,-1.74097686457041
23,0.3831600908077,,False,,2023-12-07 12:00:00+00:00,,1.22,0.298593702556365,CB_03,3.05,1.6031600908077,"Carolina Beach, North Carolina",34.04351,-1.4468399091923,2023-12-26 02:22:26+00:00,-77.88937,1.30456638825134,4.71,2.55,-1.74543361174866
